ts,doc,http_status,success,id_alegra,numero,CUFE,error
2025-10-31T14:58:09,10470,200,true,219,218,"aa2cf6a25706e200cefa089a386ffa423fb75669e205b553a4829b7634190e72586042653454da67b424ac241940f410",""
2025-10-31T14:58:19,10471,200,true,220,219,"36061f8d77e09ab8aa281baba3eb8a4728cd20d0509bc6c19a200fe7e2f7c3c1f6ad7cea103cafcc66bbe1814341ae17",""
2025-10-31T14:58:27,10472,200,true,221,220,"83ac551da594e3329126dea3738929ae0bf37f0121ff1eda043c80c747644b1d7a62252b821cb56ebee428c780e20240",""
2025-10-31T15:00:42,10472,200,true,222,221,"bf545ce906f97814c0851f939e502bd49c2a3f1bbc168feeff1e7b8f2150af73b5287a47fa07d08c56ad90dffb4498ac",""
2025-10-31T15:00:51,10473,200,true,223,222,"2552b6c6c937ae502c3abcfc04a66cb60596e177eca56e5f87f2721872e04e952f473cc634a29b478360b84ab1129bda",""
2025-10-31T15:00:58,10474,200,true,224,223,"8c24bb220bd0d2bc2a92b00ba7890968f8dfee33611218274b010d64fa38d63e05a240b126306d94ed7b9748df1fcdb4",""
2025-10-31T15:04:19,10473,200,true,225,224,"918a9a65496489ecc6893e0c1fdd065e564bf02e1d2e2f427998f7c89ae553163c6918a5ab1b87f0f4cf876244ede2b5",""
2025-10-31T15:04:27,10474,200,true,226,225,"5ea9da272988ea9eb38f274c56776b1e86bfb7189225600f3d427d8bd9f78179e793421ab76403da839b3aebcd7e1c99",""
2025-10-31T15:04:34,10475,200,true,227,226,"20d39fdb775323f6377af6a737306438b1684d4ec2ceb8da1e46cffce12cf5635df4cad1a301cdde49e51df26d792e5a",""
2025-10-31T15:04:41,10476,200,true,228,227,"af3e5533465be655457fd46a128324508dfe21ebfeb66826e7d025c3ff18a46c71060c47d6084b87a9ec18ebfd382491",""
2025-10-31T15:04:58,10477,200,true,229,228,"1cc9edba5f5b2c84f984e95349f926815c1de035d985685fefba599168c79fcb8302f4b3744a1bcd7ba29595a0831348",""
2025-10-31T15:05:13,10478,200,true,230,229,"9904519079c603cd05c681e61222a9ae0d9a05241d3bc822b86726b8526b2fcb59375521646a6b5c277a925b86372f78",""
2025-10-31T15:05:21,10479,200,true,231,230,"717d7a26c02163a263eea77274d09f09a62bf343591143c15164786f97be6aca116f35edab6967c29e616089f35cef70",""
2025-10-31T15:05:28,10480,200,true,232,231,"5e2ba2f547fda342ea872ae4992030ffe5ed4122b7cd8b5a42434438e02b2314d75b966d620f6f9989708cb2911a7cf0",""
2025-10-31T15:05:37,10481,200,true,233,232,"8ac5b3d205ced853236076aa3e9a3e9a7022d81c6d4bd3c24b1a5c6a0707b55e9ff4ba81a6f715336fb05b9184d8bf7f",""
2025-10-31T15:05:57,10482,200,true,234,233,"dbdfa9e598532d2b0118d1f2c3f1dc6e704eb824aaf6081e04e169a33afc881f79a46c39d8006ed0090eb05e17911ddc",""
2025-10-31T15:06:52,10482,200,true,235,234,"3a888e409dbe9a2b8981e1880fcb7e6ceebfc64d551ff512b9895035ce055e864f299a2e86f29471d3e1f55f6ea3dffc",""
2025-10-31T15:06:59,10483,200,true,236,235,"d701ad9d7124ad68ba143642fa6df495d1d3eef3cb099643ab62894670e6ac7e8d36ce2cb10a308090465804c8c752fc",""
2025-10-31T15:07:10,10484,200,true,237,236,"52d9e0eabce8bba7c722b8600a976301c5c3f94fc5294b1c8a526c919f6195522d4b88be40c4d7e4cb4d9b3e28721fc0",""
2025-10-31T15:07:23,10485,200,true,238,237,"0de1ffdf6249d3ae3ebca56976f7ea53552d8e7f586f5f27e9790509f962452a85d1bedea5a053fac516069cf894c813",""
2025-10-31T15:07:31,10486,200,true,239,238,"8cc49df50e3e84190067452b666da09b34e19165889424e5fd088f78503b048fc315a593e7fda355173a7d3b8bb8e42d",""
2025-10-31T15:07:46,10487,200,true,240,239,"3973900c0257574e639a37080a339c044c292ea894d019f21fa3ae74aadff90aec1b89b56f312cd7a613779a79707529",""
2025-10-31T15:07:57,10488,200,true,241,240,"5d8592819c4076eb133d776fdba63c6a02ea53a93a8f5feb2eddcb02b7a71ee660b8542bdb307153e479419196f73552",""
2025-10-31T15:08:11,10489,200,true,242,241,"c7d7d482360aae06ca7d2d023ed499bb1ffc8d2cfaa6585d880637d1fc80563fc6f61bf5734ee68116e3b238a577eede",""
2025-10-31T15:08:23,10490,200,true,243,242,"f832986f75b564d9db7237211bb2dfb196874ea589af795c9f585a6fef96492339e7eba557a0cbb99d9a6d9cc9b4e5d0",""
2025-10-31T15:08:30,10491,200,true,244,243,"18e1043b20555a8d1bead5ba377523ec0c8ef4b9033ad517b0ec7cb86a03ac1d023407903a217da80bc33bfbe4f4bebf",""
2025-10-31T15:08:36,10492,200,true,245,244,"a8a00ffed9ff461c4f271d9a306fb898d28b6d59a55b8749d4a02bccaf8ae570ca324f7f8d0e88969e5c878085ef1e22",""
2025-10-31T15:08:44,10493,200,true,246,245,"af429782c5076b7a2d69b08657252a796b3788b69bb6d0df755e643206822a08fe63e6fefde702a48446ee756727b6ea",""
2025-10-31T15:08:58,10494,200,true,247,246,"734ebe8d4797c5879c462a9086137a0f75511eb07f03e6de23a3c4f660aa52e9a15b2947e5d13f943e58e34529cb8600",""
2025-10-31T15:09:05,10495,200,true,248,247,"8b28a2720a21fc736b73367e6725a1a91cbdfdffc4818a0bb7f33ece00956747dcc6e4d274b2b7c02dab789685b35f6b",""
2025-10-31T15:09:19,10496,200,true,249,248,"f986b3bdcbf9a4615d88ac9ac58875f5a91dbd380b6b2bdd3342b593e3d20fe775c3f9c28d468ac72fbcea2915410c86",""
2025-10-31T15:09:28,10497,200,false,,,"",""
2025-10-31T15:09:37,10497,200,false,,,"","retry#1"
2025-10-31T15:09:42,10497,200,false,,,"","retry#2"
2025-10-31T15:09:42,10498,200,false,,,"",""
2025-10-31T15:09:53,10498,200,false,,,"","retry#1"
2025-10-31T15:09:59,10498,200,false,,,"","retry#2"
2025-10-31T15:10:00,10499,200,false,,,"",""
2025-10-31T15:10:07,10499,200,false,,,"","retry#1"
2025-10-31T15:10:12,10499,200,false,,,"","retry#2"
2025-10-31T15:10:13,10500,200,false,,,"",""
2025-10-31T15:10:22,10500,200,false,,,"","retry#1"
2025-10-31T15:10:27,10500,200,false,,,"","retry#2"
2025-10-31T15:10:28,10501,200,false,,,"",""
2025-10-31T15:10:38,10501,200,false,,,"","retry#1"
2025-10-31T15:10:43,10501,200,false,,,"","retry#2"
2025-10-31T15:10:44,10502,200,false,,,"",""
2025-10-31T15:10:56,10502,200,false,,,"","retry#1"
2025-10-31T15:11:01,10502,200,false,,,"","retry#2"
2025-10-31T15:11:01,10503,200,false,,,"",""
2025-10-31T15:11:09,10503,200,false,,,"","retry#1"
2025-10-31T15:11:14,10503,200,false,,,"","retry#2"
2025-10-31T15:11:14,10504,200,false,,,"",""
2025-10-31T15:11:23,10504,200,false,,,"","retry#1"
2025-10-31T15:11:27,10504,200,false,,,"","retry#2"
2025-10-31T15:11:28,10505,200,false,,,"",""
2025-10-31T15:11:35,10505,200,false,,,"","retry#1"
2025-10-31T15:11:40,10505,200,false,,,"","retry#2"
2025-10-31T15:11:40,10506,200,false,,,"",""
2025-10-31T15:11:45,10506,200,false,,,"","retry#1"
2025-10-31T15:11:50,10506,200,false,,,"","retry#2"
2025-10-31T15:11:51,10507,200,false,,,"",""
2025-10-31T15:12:00,10507,200,false,,,"","retry#1"
2025-10-31T15:12:06,10507,200,false,,,"","retry#2"
2025-10-31T15:12:07,10508,200,false,,,"",""
2025-10-31T15:12:14,10508,200,false,,,"","retry#1"
2025-10-31T15:12:20,10508,200,false,,,"","retry#2"
2025-10-31T15:12:20,10509,200,false,,,"",""
2025-10-31T15:12:25,10509,200,false,,,"","retry#1"
2025-10-31T15:12:30,10509,200,false,,,"","retry#2"
2025-10-31T15:12:30,10510,200,false,,,"",""
2025-10-31T15:12:40,10510,200,false,,,"","retry#1"
2025-10-31T15:12:44,10510,200,false,,,"","retry#2"
2025-10-31T15:12:44,10511,200,false,,,"",""
2025-10-31T15:12:52,10511,200,false,,,"","retry#1"
2025-10-31T15:12:57,10511,200,false,,,"","retry#2"
2025-10-31T15:12:57,10512,200,false,,,"",""
2025-10-31T15:13:12,10512,200,false,,,"","retry#1"
2025-10-31T15:13:17,10512,200,false,,,"","retry#2"
2025-10-31T15:13:17,10513,200,true,298,297,"67da2f77c3bb89fb3b6c4fcdf533b78fc2dc58af554393ea9c40cf9facef1b810c13b95a251204136f79718371677639",""
2025-10-31T15:13:26,10514,200,false,,,"",""
2025-10-31T15:13:33,10514,200,false,,,"","retry#1"
2025-10-31T15:13:38,10514,200,false,,,"","retry#2"
2025-10-31T15:13:38,10515,200,false,,,"",""
2025-10-31T15:13:48,10515,200,false,,,"","retry#1"
2025-10-31T15:13:53,10515,200,false,,,"","retry#2"
2025-10-31T15:13:53,10516,200,false,,,"",""
2025-10-31T15:14:02,10516,200,false,,,"","retry#1"
2025-10-31T15:14:06,10516,200,false,,,"","retry#2"
2025-10-31T15:14:07,10517,200,false,,,"",""
2025-10-31T15:14:21,10517,200,false,,,"","retry#1"
2025-10-31T15:14:26,10517,200,false,,,"","retry#2"
2025-12-05T23:04:26,0,200,false,,,"",""
2025-12-05T23:04:27,0,200,false,,,"","retry#1"
2025-12-05T23:04:29,0,200,false,,,"","retry#2"
2025-12-05T23:04:32,0,200,false,,,"",""
2025-12-05T23:04:35,0,200,false,,,"","retry#1"
2025-12-05T23:04:38,0,200,false,,,"","retry#2"
2025-12-05T23:05:16,10517,200,false,,,"",""
2025-12-05T23:05:24,10517,200,false,,,"","retry#1"
2025-12-05T23:05:29,10517,200,false,,,"","retry#2"
2025-12-05T23:05:54,10517,200,false,,,"",""
2025-12-05T23:06:02,10517,200,false,,,"","retry#1"
2025-12-05T23:06:07,10517,200,false,,,"","retry#2"
2025-12-20T15:27:59,1,200,false,,,"",""
2025-12-20T15:28:01,1,200,false,,,"","retry#1"
2025-12-20T15:28:03,1,200,false,,,"","retry#2"
2025-12-20T15:28:05,2,200,false,,,"",""
2025-12-20T15:28:06,2,200,false,,,"","retry#1"
2025-12-20T15:28:08,2,200,false,,,"","retry#2"
2025-12-20T15:28:10,3,200,false,,,"",""
2025-12-20T15:28:11,3,200,false,,,"","retry#1"
2025-12-20T15:28:13,3,200,false,,,"","retry#2"
2025-12-20T15:28:15,4,200,false,,,"",""
2025-12-20T15:28:16,4,200,false,,,"","retry#1"
2025-12-20T15:28:18,4,200,false,,,"","retry#2"
2025-12-20T15:28:20,5,200,false,,,"",""
2025-12-20T15:28:21,5,200,false,,,"","retry#1"
